model,source_id,n_aug_runs,n_baseline_runs,correlation,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-5 Nano,10.1007_s10640-017-0126-7,5,5,0.49351773858070375,0.04616327601771036,0.020644844647937227,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.017638269920915394,0.09312779688387568,0.04164801688542782
GPT-5 Nano,10.1007_s10640-020-00419-y,5,5,0.5649169087409973,0.04620245501353665,0.02066236602752878,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.053760900239378184,0.11245495658231569,0.05029138546496906
GPT-5 Nano,10.1007_s10640-020-00526-w,5,5,0.5626406311988831,0.019174786068374198,0.008575225020580127,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05148462269726393,0.08558953483716979,0.038276803611699606
GPT-5 Nano,10.1007_s10640-021-00591-9,5,5,0.6264430761337281,0.04252487977394009,0.019017704381907183,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1152870676321089,0.1109293295642786,0.04960910432084081
GPT-5 Nano,10.1007_s10640-023-00759-5,5,5,0.5248138606548309,0.12419107409391551,0.05553993677454164,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.013657852153211802,0.17826767926919335,0.07972372980740927
GPT-5 Nano,10.1007_s10640-025-00970-6,5,5,0.2215599000453949,0.1635838004608517,0.07315689956964516,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.28959610845622424,0.16002141028901695,0.07156375025232523
GPT-5 Nano,10.1007_s10645-008-9094-1,5,5,0.518262779712677,0.03377251505179608,0.015103527885390171,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.007106771211057872,0.0994732134414417,0.04448577343908188
GPT-5 Nano,10.1007_s10657-016-9532-5,5,5,0.6124155640602111,0.04005826117255563,0.017914599008454962,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10125955555859205,0.08022739574127602,0.03587878210705406
GPT-5 Nano,10.1007_s10657-019-09615-8,5,5,0.5721527457237243,0.03681813022120604,0.016465568395811214,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06099673722210523,0.09254605978578408,0.04138785614615456
GPT-5 Nano,10.1007_s10663-024-09623-1,5,5,0.5658615589141845,0.020630739061738186,0.009226346993621362,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05470555041256544,0.07562296691547327,0.03381961893664316
GPT-5 Nano,10.1007_s10668-024-05335-5,5,5,0.4922186672687531,0.05963378744260951,0.02666904049548964,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.018937341232866077,0.10583402717203579,0.04733041581784637
GPT-5 Nano,10.1007_s10683-005-0869-9,5,5,0.557409691810608,0.02185571419625169,0.00977417252792519,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04625368330898878,0.09239643949955009,0.041320943919988126
GPT-5 Nano,10.1007_s10683-006-9153-x,5,5,0.5634021759033203,0.019943259786771497,0.008918896915231804,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05224616740170118,0.07895828406960406,0.03531121811327468
GPT-5 Nano,10.1007_s10683-007-9171-3,5,5,0.5209446787834168,0.033669770563354774,0.015057579153296531,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.009788670281797618,0.05684844540848578,0.025423397669711998
GPT-5 Nano,10.1007_s10683-010-9257-1,5,5,0.5512937128543853,0.05937774127173385,0.026554533166798337,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04013770435276624,0.119068029327048,0.053248841504443575
GPT-5 Nano,10.1007_s10683-010-9266-0,5,5,0.547668969631195,0.0020114916104942266,0.0008995663954471239,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03651296112957594,0.07771998301279938,0.03475743304534966
GPT-5 Nano,10.1007_s10683-010-9267-z,5,5,0.4602397263050079,0.09229392651253118,0.04127509871847796,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.05091628219661119,0.09151037165951079,0.04092468233538727
GPT-5 Nano,10.1007_s10683-011-9272-x,5,5,0.5594833850860595,0.048921077795656014,0.02187817109672848,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04832737658444044,0.11191864419774891,0.05005153927515579
GPT-5 Nano,10.1007_s10683-011-9281-9,5,5,0.6320860266685486,0.03957888614114435,0.01770021597706462,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.12093001816692946,0.10414498795119398,0.04657505451495326
GPT-5 Nano,10.1007_s10683-011-9292-6,5,5,0.5590771317481995,0.014347312220719294,0.006416313083988361,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.047921123246580336,0.07984321807474745,0.03570697263149503
GPT-5 Nano,10.1007_s10683-013-9354-z,5,5,0.5973507404327393,0.03751370923613539,0.016776640788032086,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08619473193112012,0.072173224246298,0.03227684711401167
GPT-5 Nano,10.1007_s10683-013-9360-1,5,5,0.5714878559112548,0.0284098683980195,0.01270527939395893,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06033184740963575,0.06534515812895754,0.029223243115364405
GPT-5 Nano,10.1007_s10683-013-9367-7,5,5,0.6084522247314453,0.07454632471979541,0.0333381299092471,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09729621622982618,0.1486731238278627,0.06648864226126895
GPT-5 Nano,10.1007_s10683-013-9389-1,5,5,0.5701237797737122,0.029657409278325775,0.013263196636573882,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05896777127209303,0.0770873910005512,0.0344745292970676
GPT-5 Nano,10.1007_s10683-014-9393-0,5,5,0.5491724133491516,0.00043025939794605876,0.00019241785235310415,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03801640484753248,0.07931751953186127,0.035471873095981814
GPT-5 Nano,10.1007_s10683-014-9402-3,5,5,0.526363205909729,0.08900597604074112,0.039804682566162944,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.015207197408109874,0.06899478130383062,0.030855404217619366
GPT-5 Nano,10.1007_s10683-014-9405-0,5,5,0.5561098337173462,0.019935292051028515,0.008915333635482192,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.044953825215727064,0.08387004181681659,0.03750782295563037
GPT-5 Nano,10.1007_s10683-015-9452-1,5,5,0.5824607491493226,0.04911810557918604,0.021966284600214332,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07130474064770338,0.05874258711828073,0.02627048359413584
GPT-5 Nano,10.1007_s10683-015-9466-8,5,5,0.5491161346435547,0.0,0.0,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03796012614193556,0.07961752219744764,0.035606038366718266
GPT-5 Nano,10.1007_s10683-017-9527-2,5,5,0.5406710386276246,0.02381773285426993,0.01065161394641553,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02951503012600538,0.09767505837225737,0.04368161404532549
GPT-5 Nano,10.1007_s10683-017-9539-y,5,5,0.5500450909137726,0.08448727126495133,0.03778385635637916,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.038889082412153456,0.07664046360625792,0.034274657290138275
GPT-5 Nano,10.1007_s10683-018-9592-1,5,5,0.5090159773826599,0.05709344486810521,0.025532964758943955,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.002140031118959218,0.09983313944396267,0.04464673724078322
GPT-5 Nano,10.1007_s10683-019-09609-y,5,5,0.5326310634613037,0.05370627453397963,0.024018176135248856,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.021475054959684582,0.07088608663176535,0.03170122167351328
GPT-5 Nano,10.1007_s10683-019-09629-8,5,5,0.5971337914466858,0.049218603235210885,0.02201122851830452,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08597778294506667,0.044937861639645964,0.020096822677945707
GPT-5 Nano,10.1007_s10683-020-09652-0,5,5,0.5121785223484039,0.025662589791419336,0.011476659050461156,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0010225138467848005,0.0960618464978932,0.04296016376268786
GPT-5 Nano,10.1007_s10683-021-09737-4,5,5,0.5549553632736206,0.041188629259353675,0.018420114984790327,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.043799354772001475,0.06302721289514883,0.02818662649318082
GPT-5 Nano,10.1007_s10683-022-09758-7,5,5,0.5483310580253601,0.001755484685828729,0.00078507661819458,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.037175049523740976,0.07854487847100525,0.03512633750912549
GPT-5 Nano,10.1007_s10816-013-9186-3,5,5,0.5632398962974549,0.01684904339643015,0.00753512127805235,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.052083887795835705,0.08541173015905094,0.038197286942301366
GPT-5 Nano,10.1007_s10816-013-9194-3,5,5,0.528475022315979,0.15148009964612213,0.06774396000943418,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.017319013814359872,0.129279763594319,0.05781566790239996
GPT-5 Nano,10.1007_s10955-012-0661-0,5,5,0.5571051418781281,0.04703188366042909,0.021033297794916216,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.045949133376508924,0.06394512420789035,0.028597128911702043
GPT-5 Nano,10.1007_s10955-012-0679-3,5,5,0.5884138703346252,0.04750880249907409,0.02124658238350831,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07725786183300612,0.07036105829892067,0.03146642186504246
GPT-5 Nano,10.1007_s10955-018-2012-2,5,5,0.5235351920127869,0.041082930494689876,0.018372845060205124,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.012379183511167735,0.08292220739625959,0.03708393851647446
GPT-5 Nano,10.1007_s11031-014-9395-4,5,5,0.5491161346435547,0.0,0.0,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03796012614193556,0.07961752219744764,0.035606038366718266
GPT-5 Nano,10.1007_s11047-016-9546-5,5,5,0.5468664288520813,0.019018408017652207,0.00850529063025947,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.035710420350462166,0.06422644734799537,0.02872294044468575
GPT-5 Nano,10.1007_s11071-019-05010-9,5,5,0.547280740737915,0.004104065538499089,0.0018353939056396484,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.036124732236295906,0.08036388565455363,0.03593982225192042
GPT-5 Nano,10.1007_s11071-020-05965-0,5,5,0.5659645557403564,0.04828362259317434,0.0215930924636565,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.054808547238737314,0.05769003005137575,0.02579976576377637
GPT-5 Nano,10.1007_s11071-023-08297-x,5,5,0.5493728876113891,0.022304758087292164,0.009974991060974693,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03821687910977003,0.08254901565615114,0.036917042096569666
GPT-5 Nano,10.1007_s11127-006-9075-3,5,5,0.44890522956848145,0.15348937950441918,0.06864253727922885,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.062250778933137685,0.18723206117859725,0.08373272327254856
GPT-5 Nano,10.1007_s11127-007-9269-3,5,5,0.5698604762554169,0.057027472191791995,0.025503460881165164,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05870446775379774,0.10823923477407739,0.04840605735747922
GPT-5 Nano,10.1007_s11127-010-9665-y,5,5,0.5291601777076721,0.02789063329185422,0.012473070395220952,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.018004169206052988,0.10147645225781442,0.04538164907279701
GPT-5 Nano,10.1007_s11127-016-0319-6,5,5,0.5663618087768555,0.04756540508422777,0.02127189582912948,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05520580027523634,0.11161002754598189,0.049913521712687904
GPT-5 Nano,10.1007_s11127-018-0622-5,5,5,0.5954325795173645,0.05505490284283796,0.02462130105024642,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08427657101574537,0.049741364806879095,0.02224501460035947
GPT-5 Nano,10.1007_s11127-020-00868-5,5,5,0.5166235506534577,0.09184787685668601,0.041075619248115924,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.005467542151838511,0.05759137229361555,0.02575564467320447
GPT-5 Nano,10.1007_s11127-021-00925-7,5,5,0.5737068295478821,0.01665908572593911,0.007450169625239257,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06255082104626294,0.0777513261965678,0.03477145014325715
GPT-5 Nano,10.1007_s11211-008-0064-1,5,5,0.5881595969200134,0.03457316187321951,0.015461588029124557,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0770035884183943,0.09088625960206906,0.04064557093818388
GPT-5 Nano,10.1007_s11211-017-0300-7,3,5,0.5384952127933502,0.12423165110153346,0.07172517720534202,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.024234223852507897,0.09538552315283692,0.05507085746908368
GPT-5 Nano,10.1007_s11229-022-03743-6,5,5,0.485023033618927,0.09094760103811549,0.04067300366235133,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.026132974882692128,0.15396710140350958,0.06885618100737013
GPT-5 Nano,10.1007_s11238-004-3672-8,5,5,0.3834078788757324,0.14185476472094663,0.06343937936965513,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.12774812962588672,0.14041076988144915,0.06279360524560007
GPT-5 Nano,10.1007_s11238-013-9356-5,5,5,0.5570718169212341,0.01778944638028159,0.007955682277679442,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.045915808419615,0.07241120499312727,0.03238327533946095
GPT-5 Nano,10.1007_s11238-013-9382-3,5,5,0.49379158616065977,0.13448042064232843,0.06014147243980246,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.01736442234095934,0.21104669446139618,0.09438295104846203
GPT-5 Nano,10.1007_s11238-015-9527-7,5,5,0.49836333394050597,0.08203536843214258,0.03668733207470223,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.01279267456111315,0.14184820300323914,0.0634364448802865
GPT-5 Nano,10.1007_s11238-016-9572-x,5,5,0.5917664408683777,0.06540493093497353,0.029249974326855936,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08061043236675855,0.13651020498513833,0.06104921959383999
GPT-5 Nano,10.1007_s11238-021-09864-7,5,5,0.5271519958972931,0.035225376411992415,0.015753267238046535,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.015995987395673962,0.10210118229986571,0.04566103684111961
GPT-5 Nano,10.1007_s11238-022-09897-6,5,5,0.5737774729728699,0.020018833212297263,0.008952694378585431,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06262146447125075,0.08133268900481601,0.03637308428152366
GPT-5 Nano,10.1007_s11238-023-09929-9,5,5,0.5215430676937103,0.0353680381119738,0.015817067489835347,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.010387059192091198,0.07866232859661108,0.0351788628020896
GPT-5 Nano,10.1007_s11238-023-09931-1,5,5,0.4947009444236755,0.06856659506549007,0.030663913510427486,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.016455064077943594,0.08647642560894162,0.038673433222559415
GPT-5 Nano,10.1007_s11238-024-09977-9,5,5,0.5489910483360291,0.0028580039797893447,0.0012781382357547819,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.037835039834409924,0.07873691607394262,0.03521221933600631
GPT-5 Nano,10.1007_s11245-014-9294-z,5,5,0.5854979634284974,0.03462453133842044,0.015484561152355974,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07434195492687819,0.11051201393407353,0.04942247509739847
GPT-5 Nano,10.1007_s11269-017-1661-2,5,5,0.5545072972774505,0.03718829865108658,0.016631112750278666,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04335128877583143,0.09506113551883379,0.04251263220768642
GPT-5 Nano,10.1007_s11284-006-0070-4,5,5,0.5666272044181824,0.02162850732717816,0.00967256252708453,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05547119591656324,0.06984315612166608,0.031234808970235187
GPT-5 Nano,10.1007_s11284-006-0163-0,5,5,0.5602960109710693,0.02775132764419273,0.012410771015656807,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0491400024694502,0.08116832936791966,0.03629958041735218
GPT-5 Nano,10.1007_s11284-013-1066-5,5,5,0.6629200100898742,0.03489633738136401,0.015606116510099384,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.15176400158825515,0.10338868870443867,0.0462368272095379
GPT-5 Nano,10.1007_s11403-007-0027-x,5,5,0.5692229628562927,0.03019408474991494,0.013503205203839908,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05806695435467359,0.07281589955275919,0.03256426024855322
GPT-5 Nano,10.1007_s11403-015-0146-8,5,5,0.5527427852153778,0.0861776413629875,0.03853981284564753,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.041586776713758676,0.1520065288114878,0.0679793862892534
GPT-5 Nano,10.1007_s11403-017-0195-2,5,5,0.6214748382568359,0.05717133021215256,0.025567796143692118,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.11031882975521681,0.08416148348749128,0.03763815963305131
GPT-5 Nano,10.1007_s11403-022-00363-8,5,5,0.5526029467582703,0.007796748913273823,0.0034868121147155757,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.041446938256651134,0.08465761816814367,0.037860037807438095
GPT-5 Nano,10.1007_s11427-010-0007-6,5,5,0.6139862895011902,0.04719539052979984,0.02110642028985645,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10283028099957106,0.038453585168513875,0.017196966083074944
GPT-5 Nano,10.1007_s11427-010-4016-2,4,5,0.5569318681955338,0.016775004365620343,0.008387502182810171,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06352457797522273,0.06723488217685014,0.03361744108842507
GPT-5 Nano,10.1007_s11432-010-4145-z,5,5,0.5578581392765045,0.11226582313027475,0.05020680241385251,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.046702130774885386,0.1685861796126747,0.07539403153618596
GPT-5 Nano,10.1007_s11432-023-4170-3,5,5,0.5722601056098938,0.04902307402737684,0.021923785198243798,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06110409710827467,0.0634508671935563,0.02837609045522064
GPT-5 Nano,10.1007_s11538-024-01344-7,5,5,0.5392367482185364,0.04459982754700285,0.019945649235973213,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.028080739716917248,0.08311352579776819,0.037169498706698424
GPT-5 Nano,10.1007_s11538-025-01422-4,5,5,0.4970885396003723,0.10714981170967357,0.04791885255182661,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.014067468901246816,0.08112285257171935,0.03627924257581162
GPT-5 Nano,10.1007_s11558-025-09594-3,5,5,0.6269013524055481,0.05309695897999728,0.02374568193555836,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.11574534390392896,0.11065326860771277,0.04948564610787785
GPT-5 Nano,10.1007_s11846-016-0209-9,5,5,0.5623610019683838,0.04798784409964856,0.021460816300095276,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05120499346676466,0.11695840479606351,0.05230538873278708
GPT-5 Nano,10.1007_s12064-024-00432-5,5,5,0.5386983931064606,0.10602039065437999,0.047413760100855414,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02754238460484144,0.10753006703520035,0.04808890790316345
GPT-5 Nano,10.1007_s12110-002-1012-7,5,5,0.4904826283454895,0.11286306280416018,0.05047389611578604,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.020673380156129628,0.039571389407912015,0.017696863336041282
GPT-5 Nano,10.1007_s12110-002-1016-3,5,5,0.5622389197349549,0.029343439518491516,0.013122785091400144,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05108291123333571,0.08041574725876934,0.03596301546641012
GPT-5 Nano,10.1007_s12110-005-1000-9,5,5,0.6006585955619812,0.06943685580179938,0.031053105943334814,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08950258706036207,0.13985351629300816,0.06254439386470813
GPT-5 Nano,10.1007_s12110-009-9072-6,5,5,0.561229157447815,0.0170131090765892,0.007608493680774425,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.050073148946195814,0.08698492478775072,0.03890084096862341
GPT-5 Nano,10.1007_s12110-012-9136-x,5,5,0.5457105159759521,0.025556012770921167,0.011428996357926498,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.034554507474333016,0.08684920825712646,0.03884014669099416
GPT-5 Nano,10.1007_s12110-017-9298-7,5,5,0.5698279142379761,0.029529962586959398,0.013206200743493351,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.058671905736356944,0.09773852144223615,0.04370999559303216
GPT-5 Nano,10.1007_s12110-024-09483-5,5,5,0.581710159778595,0.024893766128834004,0.011132830656010924,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07055415127697584,0.07448199621834954,0.03330936132882237
GPT-5 Nano,10.1007_s12144-019-0129-3,5,5,0.568626880645752,0.029537648824373312,0.013209638133363094,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05747087214413282,0.09166825005408269,0.04099528769987553
GPT-5 Nano,10.1007_s12144-023-04746-3,5,5,0.5170294165611267,0.04362070965619374,0.019507774403606137,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.005873408059507579,0.09770538006762224,0.04369517431973126
GPT-5 Nano,10.1007_s12144-023-05029-7,5,5,0.5569437146186829,0.01750300092370271,0.007827579975128174,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04578770611706373,0.07249834318221775,0.03242224472230946
GPT-5 Nano,10.1007_s12144-024-06961-y,4,5,0.5491161346435547,0.0,0.0,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.043548077718851386,0.0907951821536164,0.0453975910768082
GPT-5 Nano,10.1007_s13235-010-0001-4,5,5,0.4743689432740211,0.22185442706424205,0.09921631600498286,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.03678706522759798,0.24620578135469312,0.11010657271250882
GPT-5 Nano,10.1007_s13235-011-0020-9,5,5,0.5377836585044861,0.04342070958954517,0.0194183316547,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.026627650002866952,0.09168343858295931,0.0410020802164848
GPT-5 Nano,10.1007_s13235-013-0094-7,5,5,0.4035083770751953,0.11313487688270975,0.0505954550671617,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.10764763142642382,0.1184623225512283,0.052977961199410555
GPT-5 Nano,10.1007_s13235-017-0230-x,5,5,0.6046574234962463,0.09323999558281187,0.04169819366898949,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0935014149946272,0.07309164204422428,0.032687576039593436
GPT-5 Nano,10.1007_s13235-019-00339-7,5,5,0.570328950881958,0.07195945144505264,0.03218124501094664,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05917294238033888,0.10711401272548379,0.047902842759391856
GPT-5 Nano,10.1007_s13235-022-00485-5,4,5,0.5788377821445465,0.05944329500198364,0.02972164750099182,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08543049192423549,0.1243139553437236,0.0621569776718618
GPT-5 Nano,10.1007_s13235-023-00533-8,5,5,0.5491161346435547,0.0,0.0,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03796012614193556,0.07961752219744764,0.035606038366718266
GPT-5 Nano,10.1007_s13235-025-00619-5,5,5,0.5655813574790954,0.04093626363784655,0.01830725364781554,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05442534897747633,0.06885012249411047,0.030790710831203674
GPT-5 Nano,10.1007_s13280-019-01284-w,5,5,0.6154194235801697,0.03320715996763316,0.014850693405467493,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10426341507855055,0.07469877308939049,0.03340630689274182
GPT-5 Nano,10.1007_s40305-021-00350-z,5,5,0.5265320897102356,0.02793306625855259,0.01249204699482586,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.015376081208616466,0.09417330290389225,0.04211558139175628
GPT-5 Nano,10.1007_s40503-016-0035-0,5,5,0.5762778759002686,0.03164915345166981,0.01415393170965116,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06512186739864942,0.06552790244901274,0.029304968859793487
GPT-5 Nano,10.1007_s40750-020-00143-3,5,5,0.5772561073303223,0.05189546794074504,0.023208358807933385,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06610009882870313,0.07557653468646612,0.0337988538125618
GPT-5 Nano,10.1007_s40822-020-00144-3,4,5,0.5579242557287216,0.04548669557241025,0.022743347786205126,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05235619880401832,0.1255342540517955,0.06276712702589775
GPT-5 Nano,10.1007_s40881-021-00101-z,5,5,0.5494685292243957,0.005582704406253996,0.002496661310134307,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03831252072277662,0.078192316166469,0.03496866685327609
GPT-5 Nano,10.1007_s40881-023-00137-3,5,5,0.35182090401649474,0.11098099125552664,0.04963220813153346,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.1593351044851244,0.17257625765212423,0.0771784486825336
GPT-5 Nano,10.1007_s40881-023-00153-3,5,5,0.517200481891632,0.0236589498834234,0.010580604043119089,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.00604447339001295,0.09772811816386856,0.0437053431055084
GPT-5 Nano,10.1007_s40881-023-00157-z,5,5,0.5348120272159577,0.026399937154105147,0.011806410815660289,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.023656018714338513,0.0971322395624644,0.04343885809369297
GPT-5 Nano,10.1007_s40881-023-00159-x,5,5,0.537862092256546,0.04672611519801016,0.020896553981447352,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02670608375492689,0.07527200866804945,0.033662665636942396
GPT-5 Nano,10.1007_s40888-022-00287-3,5,5,0.5529597759246826,0.008594643185726432,0.00384364128112793,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.041803767423063486,0.0847615657449305,0.03790652457699644
GPT-5 Nano,10.1007_s41412-019-00093-6,5,5,0.5699828267097473,0.02832076809879939,0.012665432528784581,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.058826818208128184,0.0993088794753696,0.04441228105525201
GPT-5 Nano,10.1007_s42001-019-00049-5,4,5,0.5757222920656204,0.047336294097560044,0.023668147048780022,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04256414653494363,0.03587064874709816,0.01793532437354908
GPT-5 Nano,10.1016_0162-3095(92)90032-y,5,5,0.6212231397628785,0.03522313415717846,0.01575226447120916,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.11006713126125929,0.09929358961729005,0.04440544322284558
GPT-5 Nano,10.1016_0165-1889(94)00848-1,5,5,0.511752724647522,0.07447205092697386,0.033304913659307954,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0005967161459028425,0.05753783699606951,0.025731702960302742
GPT-5 Nano,10.1016_0272-4944(95)90005-5,5,5,0.5651003956794739,0.03042518416350328,0.013606556003508682,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05394438717785475,0.09990345073211553,0.04467818140476229
GPT-5 Nano,10.1016_0303-2647(96)01604-8,5,5,0.6084055662155151,0.06177648670603205,0.027627284737159946,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09724955771389601,0.09934638400763068,0.04442905359197204
GPT-5 Nano,10.1016_b978-0-12-404681-8.00010-8,5,5,0.5813026905059815,0.03200487468673312,0.014313015082179506,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07014668200436232,0.10428252752975108,0.04663656408440332
GPT-5 Nano,10.1016_j.actpsy.2020.103055,5,5,0.5538214564323425,0.0254682834221768,0.011389762600443658,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.042665447930723396,0.0828980831874273,0.03707314984230397
GPT-5 Nano,10.1016_j.actpsy.2023.103957,4,5,0.5423232764005661,0.013585716485977173,0.006792858242988586,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04891598618025508,0.07350606588610682,0.03675303294305341
GPT-5 Nano,10.1016_j.actpsy.2024.104608,3,5,0.5491161346435547,0.0,0.0,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.016074545539079776,0.08852614207602688,0.051110591957913176
